6.992302	0.184646	8.563774	0.542600	5.687700	0.144337	0.291969	0.553699	0.830230	1.316930	0.112619	1.406899	0.001648	1.200877	34.378819	0.022408	5.291461	33.846035	0.093633	0.029944	0.001404	0.036054	20.905048	0.114845	0.159223	0.072367	0.072541	0.118364	0.004886	4.000000	3.000000	2.000000	2.000000	1.000000	4.000000	4.000000	2.000000	3.000000	1.000000	3.000000	2.000000
0.259299	0.275547	1.963243	0.107265	0.473380	0.358756	8.202644	0.512818	4.048229	2.521439	0.640196	1.343129	0.002459	0.175119	1.027654	0.001938	0.001880	0.219872	2.255687	60.026844	0.077771	0.290910	0.735745	0.027549	0.632169	0.421209	0.230586	0.142566	0.727910	1.000000	1.000000	3.000000	4.000000	1.000000	3.000000	3.000000	2.000000	1.000000	4.000000	3.000000	1.000000
1.981725	0.404385	7.621888	2.014121	3.884294	2.722880	1.313984	2.722060	0.944587	4.542841	3.805653	0.490921	95.626335	0.002334	0.250050	19.904364	0.028967	0.001239	14.503871	0.001314	0.020979	78.053291	0.001842	0.005769	0.017422	0.030524	0.011331	0.093518	0.740625	4.000000	1.000000	2.000000	4.000000	1.000000	1.000000	2.000000	2.000000	1.000000	2.000000	4.000000	1.000000
0.134220	0.439540	0.164610	3.346474	5.946269	3.932275	1.087625	0.208901	0.260983	2.035562	1.220271	6.788622	0.003441	0.063449	0.364309	0.169328	1.733269	0.570058	0.590512	6.348700	0.023890	0.089011	75.080841	0.454578	0.641028	0.449054	0.202928	0.100620	0.338577	2.000000	1.000000	4.000000	4.000000	3.000000	4.000000	4.000000	3.000000	2.000000	2.000000	3.000000	2.000000
1.841627	0.790522	0.948835	4.097592	1.653027	2.028050	0.102612	2.374844	1.640755	1.578983	7.805471	1.817607	0.003247	0.253737	3.788504	0.904673	0.056059	0.167192	0.700199	44.700294	11.447180	2.584670	95.044121	0.003889	0.477483	0.051191	0.096503	0.021001	0.952748	2.000000	2.000000	1.000000	3.000000	2.000000	4.000000	3.000000	3.000000	1.000000	1.000000	4.000000	4.000000
0.133669	3.372461	0.175081	3.935390	1.597895	6.082211	2.050150	1.241941	0.137683	1.011916	0.260272	1.356366	0.084675	0.002318	13.769428	0.053840	0.004562	1.354176	0.950742	0.006110	79.500015	0.002252	12.917492	0.137174	0.054999	0.033452	0.605853	0.036091	0.541364	4.000000	1.000000	4.000000	1.000000	1.000000	4.000000	1.000000	4.000000	3.000000	2.000000	2.000000	2.000000
4.353681	8.362009	1.233321	1.207302	8.655811	0.281635	6.358598	1.879173	0.280783	0.364277	0.206973	7.951801	0.005961	0.014408	0.004791	35.521797	0.002462	0.904191	0.709828	21.304100	0.008077	0.115808	0.218039	0.004457	0.113117	0.317016	0.162649	0.013756	0.472603	2.000000	3.000000	2.000000	4.000000	3.000000	3.000000	4.000000	1.000000	4.000000	3.000000	4.000000	2.000000
0.376911	0.173832	0.423557	0.166118	0.583880	5.646873	0.612701	9.734363	0.625595	1.118724	0.725235	4.934528	15.805914	0.002952	0.302279	0.990599	0.285601	0.054571	2.199337	0.168832	0.001472	10.407176	0.223560	0.039612	0.533866	0.466920	0.515624	0.108334	0.742791	2.000000	4.000000	2.000000	3.000000	3.000000	1.000000	2.000000	3.000000	4.000000	1.000000	3.000000	3.000000
0.446736	0.144199	0.599098	4.683473	8.792738	4.405191	2.236774	0.376629	1.088035	7.262133	9.499613	4.787170	43.571152	0.002367	0.940847	2.012248	0.003075	0.082118	4.091237	0.046232	0.001340	0.003593	13.430633	0.040533	0.109900	0.081797	0.141983	0.781068	0.015367	3.000000	3.000000	4.000000	1.000000	3.000000	1.000000	1.000000	2.000000	3.000000	2.000000	4.000000	1.000000
0.157422	1.025278	3.141525	2.147909	1.292511	0.237252	2.756939	0.321971	0.171700	0.181241	1.946244	0.398739	0.003598	69.626732	0.235860	77.983315	0.024766	46.434166	3.146046	1.427945	85.372421	0.291612	0.023952	0.004919	0.030909	0.191073	0.028187	0.585379	0.233189	4.000000	2.000000	1.000000	1.000000	3.000000	4.000000	2.000000	2.000000	1.000000	2.000000	3.000000	3.000000
2.276485	6.044841	1.086578	0.837571	6.196507	0.247312	6.337829	0.266203	4.051168	7.972395	1.478849	9.457473	64.343544	30.082247	5.966141	1.810894	0.002871	0.288052	0.308784	0.001103	0.059780	0.035919	0.002259	0.053838	0.230248	0.089969	0.052928	0.231023	0.267446	4.000000	4.000000	4.000000	4.000000	2.000000	1.000000	4.000000	3.000000	4.000000	2.000000	3.000000	1.000000
0.149182	0.106420	0.141891	0.598329	0.112400	1.315438	3.974852	1.906853	1.165250	0.379997	6.704328	7.079510	0.895912	0.186258	0.027704	0.008301	11.731759	45.347195	8.914783	3.525170	0.004926	0.185637	2.416286	0.709409	0.024965	0.015074	0.043880	0.042551	0.621804	2.000000	3.000000	1.000000	4.000000	2.000000	4.000000	3.000000	3.000000	1.000000	3.000000	3.000000	1.000000
0.223768	0.155761	0.152853	0.371677	8.168291	0.513726	2.118842	8.267377	3.192484	0.857957	4.584260	0.676406	0.003708	0.014881	66.628113	0.002000	1.847563	41.360191	5.946441	91.905861	0.003431	73.131493	0.951461	0.057069	0.080047	0.013650	0.080867	0.031521	0.170468	2.000000	3.000000	1.000000	3.000000	3.000000	4.000000	2.000000	1.000000	2.000000	1.000000	3.000000	1.000000
